Package Name,Package Type,Duration,Ratings,Discount,New Prices,Old Prices,Cities,1D Cities,2D Cities,3D Cities,Days,Nights,Discount_num,Ratings_num
4-Day Kerala Tour with Munnar and Alleppey Highlights,Customizable,4 Days & 3 Nights,3 Star,8% Off,33405,39300.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,3
4-Day Kerala Tour with Houseboat Stay and Munnar Sightseeing,Customizable,4 Days & 3 Nights,3 Star,8% Off,29232,33600.0,Munnar (1D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Munnar, Thekkady, Alleppey, Cochin",,,4,3,8.0,3
3-Day Kerala Tour: Munnar and Cochin Highlights,Customizable,3 Days & 2 Nights,4 Star,15% Off,48840,55500.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,15.0,4
Kerala 7-Day Tour with Houseboat Experience,Customizable,7 Days & 6 Nights,4 Star,13% Off,53975,63500.0,Kovalam (2D)Alleppey (1D)Thekkady (1D)Munnar (2D),"Alleppey, Thekkady","Kovalam, Munnar",,7,6,13.0,4
5-Day Kerala Tour with Private Houseboat Experience,Customizable,5 Days & 4 Nights,3 Star,12% Off,29014,32600.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,12.0,3
"7-Day Scenic Kerala Tour: Munnar, Thekkady, Alleppey & Kovalam",Customizable,7 Days & 6 Nights,3 Star,15% Off,13950,15500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,7,6,15.0,3
9-Day Kerala Tour: Kochi to Kanyakumari with Houseboat Stay,Customizable,9 Days & 8 Nights,3 Star,11% Off,48240,53600.0,Cochin (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Cochin, Thekkady, Alleppey","Munnar, Kovalam",,9,8,11.0,3
"5-Day Kerala Tour with Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,3 Star,10% Off,12070,14200.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,10.0,3
"Kerala 3-Day Tour: Waterfalls, Tea Gardens, and Wildlife",Customizable,3 Days & 2 Nights,3 Star,10% Off,27104,30800.0,Munnar (2D),,Munnar,,3,2,10.0,3
7-Day Kerala Journey: Munnar to Kovalam,Customizable,7 Days & 6 Nights,3 Star,15% Off,29484,32400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Varkala (1D)Kovalam (1D),"Thekkady, Alleppey, Varkala, Kovalam",Munnar,,7,6,15.0,3
3-Day Kerala Tour to Munnar's Scenic Beauty,Customizable,3 Days & 2 Nights,3 Star,12% Off,32190,37000.0,Munnar (2D),,Munnar,,3,2,12.0,3
5-Day Kerala Tour with Munnar and Houseboat Adventure,Customizable,5 Days & 4 Nights,3 Star,9% Off,44892,51600.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,9.0,3
"5-Day Kerala Tour Package with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,13% Off,52287,60100.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,13.0,3
4-Day Kerala Adventure from Bangalore to Wayanad,Customizable,4 Days & 3 Nights,3 Star,13% Off,31850,35000.0,Wayanad (4D),,,,4,3,13.0,3
5-Day Kerala Tour with Munnar and Varkala Highlights,Customizable,5 Days & 4 Nights,4 Star,13% Off,14738,16375.0,Munnar (2D)Thekkady (1D)Varkala (1D)Trivandrum (1D),"Thekkady, Varkala, Trivandrum",Munnar,,5,4,13.0,4
"5-Day Kerala Adventure: Munnar, Kumarakom & Kovalam",Customizable,5 Days & 4 Nights,3 Star,9% Off,5000,5435.0,Munnar (2D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Alleppey, Kovalam, Trivandrum",Munnar,,5,4,9.0,3
Kerala Tour with Alleppey's Houseboat Stay,Customizable,6 Days & 5 Nights,5 Star,10% Off,74120,87200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,10.0,5
3-Day Kerala Tour from Kochi to Munnar,Customizable,3 Days & 2 Nights,4 Star,8% Off,52287,60100.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,8.0,4
Book A Memorable Trip To Malappuram,Customizable,2 Days & 1 Nights,3 Star,15% Off,31850,35000.0,Malappuram (1D)Calicut (1D),"Malappuram, Calicut",,,2,1,15.0,3
"7-Day Kerala Tour with Munnar, Thekkady & Backwaters",Customizable,7 Days & 6 Nights,5 Star,13% Off,14738,16375.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,7,6,13.0,5
"5-Day Kerala Adventure: Munnar, Kumarakom & Kovalam",Customizable,5 Days & 4 Nights,3 Star,9% Off,11500,12500.0,Munnar (2D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Alleppey, Kovalam, Trivandrum",Munnar,,5,4,9.0,3
Kerala Tour with Alleppey's Houseboat Stay,Customizable,6 Days & 5 Nights,4 Star,10% Off,8000,8791.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,10.0,4
3-Day Kerala Tour from Kochi to Munnar,Customizable,3 Days & 2 Nights,3 Star,8% Off,8000,8791.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,8.0,3
3 Nights 4 Days Kozhikode Tour Packages,Customizable,4 Days & 3 Nights,4 Star,9% Off,5000,5435.0,Mysore (1D)Wayanad (3D),Mysore,,Wayanad,4,3,9.0,4
2 Nights 3 Days Kottayam Tour Packages,Customizable,3 Days & 2 Nights,4 Star,9% Off,74120,87200.0,Vagamon (3D),,,Vagamon,3,2,9.0,4
2 Nights 3 Days Sabarimala Tour Package,Customizable,3 Days & 2 Nights,3 Star,8% Off,11392,12800.0,Pathanamthitta (3D),,,Pathanamthitta,3,2,8.0,3
Book A Memorable Trip To Malappuram,Customizable,2 Days & 1 Nights,3 Star,15% Off,148770,171000.0,Malappuram (1D)Calicut (1D),"Malappuram, Calicut",,,2,1,15.0,3
"7-Day Kerala Tour with Munnar, Thekkady & Backwaters",Customizable,7 Days & 6 Nights,4 Star,11% Off,29548,33200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,7,6,11.0,4
3-Day Enchanting Kerala Tour: Temples to Tea Gardens,Customizable,3 Days & 2 Nights,4 Star,13% Off,22525,26500.0,Munnar (2D),,Munnar,,3,2,13.0,4
"9-Day Kerala Tour: Culture, Nature, and Serenity",Customizable,9 Days & 8 Nights,4 Star,11% Off,23375,27500.0,Wayanad (1D),Wayanad,,,9,8,11.0,4
6-Day Kerala Temple and Beach Tour,Customizable,6 Days & 5 Nights,4 Star,15% Off,29145,33500.0,,,,,6,5,15.0,4
4-Day Kerala Tour with Munnar and Alleppey Houseboat Stay,Customizable,4 Days & 3 Nights,3 Star,15% Off,27900,31000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,15.0,3
4-Day Kerala Tour with Munnar and Alleppey,Customizable,4 Days & 3 Nights,3 Star,13% Off,16020,18000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,13.0,3
"5-Day Kerala Tour: Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,10% Off,20381,22900.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,10.0,3
4-Day Kerala Tour: Munnar & Alleppey Houseboat,Customizable,4 Days & 3 Nights,5 Star,11% Off,27600,30000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,11.0,5
3-Day Kerala Tour with Vagamon Adventure,Customizable,3 Days & 2 Nights,3 Star,11% Off,93280,106000.0,Vagamon (2D)Kottayam (1D),Kottayam,Vagamon,,3,2,11.0,3
3-Day Kerala Tour to Wayanad's Enchanting Landscapes,Customizable,3 Days & 2 Nights,4 Star,8% Off,43172,50200.0,Wayanad (2D)Calicut (1D),Calicut,Wayanad,,3,2,8.0,4
"5-Day Kerala Tour: Munnar, Thekkady, Alleppey & Cochin",Customizable,5 Days & 4 Nights,4 Star,12% Off,148770,171000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,4
"6-Day Kerala Tour: Kochi, Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,4 Star,14% Off,29548,33200.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Kochi, Thekkady, Alleppey, Cochin",Munnar,,6,5,14.0,4
5-Day Scenic Kerala Tour with Munnar & Alleppey Houseboat,Customizable,5 Days & 4 Nights,3 Star,13% Off,22525,26500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,13.0,3
"9-Day Kerala Tour: Culture, Nature, and Serenity",Customizable,9 Days & 8 Nights,3 Star,11% Off,23375,27500.0,Wayanad (1D),Wayanad,,,9,8,11.0,3
6-Day Kerala Temple and Beach Tour,Customizable,6 Days & 5 Nights,4 Star,15% Off,53178,59750.0,,,,,6,5,15.0,4
4-Day Kerala Tour with Munnar and Alleppey Houseboat Stay,Customizable,4 Days & 3 Nights,3 Star,15% Off,38520,42800.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,15.0,3
4-Day Kerala Tour with Munnar and Alleppey,Customizable,4 Days & 3 Nights,5 Star,11% Off,15308,17800.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,11.0,5
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey Stay",Customizable,5 Days & 4 Nights,3 Star,10% Off,39873,46909.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,10.0,3
"Captivating 6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,14% Off,26391,29990.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D)Cochin (1D),"Thekkady, Alleppey, Kochi, Cochin",Munnar,,6,5,14.0,3
3-Day Kerala Tour: Munnar's Natural Wonders and Cultural Cochin,Customizable,3 Days & 2 Nights,3 Star,15% Off,51504,59200.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,15.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,12% Off,30176,33160.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
Enchanting 4-Day Kerala Tour with Houseboat and Munnar Highlights,Customizable,4 Days & 3 Nights,3 Star,13% Off,26070,29625.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,13.0,3
"7-Day Kerala Tour: Munnar, Thekkady, Alleppey & Kovalam",Customizable,7 Days & 6 Nights,5 Star,9% Off,20930,23000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,9.0,5
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey Adventure",Customizable,5 Days & 4 Nights,3 Star,12% Off,46612,54200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
"Kerala 5-Day Tour: Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,3 Star,9% Off,57728,65600.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
"4-Day Mesmerizing Kerala Tour: Munnar, Alleppey, and Cochin",Customizable,4 Days & 3 Nights,3 Star,14% Off,93280,106000.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,14.0,3
5-Day Kerala Tour: Munnar to Cochin with Houseboat Experience,Customizable,5 Days & 4 Nights,3 Star,12% Off,43172,50200.0,Munnar (2D)Vagamon (1D)Alleppey (1D)Cochin (1D),"Vagamon, Alleppey, Cochin",Munnar,,5,4,12.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,12% Off,39160,44500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
"6-Day Kerala Tour: Kochi, Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,4 Star,14% Off,56160,62400.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Kochi, Thekkady, Alleppey, Cochin",Munnar,,6,5,14.0,4
5-Day Scenic Kerala Tour with Munnar & Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,12% Off,50140,54500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,4
"7-Day Kerala Tour: Nature, Culture, and Relaxation",Customizable,7 Days & 6 Nights,4 Star,10% Off,39510,43900.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Kochi, Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,7,6,10.0,4
Experience Kerala's Beauty with a 7-Day Tour,Customizable,7 Days & 6 Nights,3 Star,8% Off,15397,17300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,8.0,3
"Discover Kerala: Six-Day Tour of Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,10% Off,37037,40700.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,10.0,3
4-Day Kerala Tour with Munnar and Houseboat Experience,Customizable,4 Days & 3 Nights,3 Star,11% Off,12891,14990.0,Munnar (2D)Kumarakom (1D)Cochin (1D),"Kumarakom, Cochin",Munnar,,4,3,11.0,3
3-Day Romantic Kerala Tour,Customizable,3 Days & 2 Nights,5 Star,9% Off,40970,48200.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,9.0,5
"5-Day Kerala Adventure with Munnar, Thekkady, and Houseboat Stay",Customizable,5 Days & 4 Nights,3 Star,14% Off,64090,75400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,14.0,3
3-Day Kerala Tour: Munnar's Enchanting Hills and Waterfalls,Customizable,3 Days & 2 Nights,3 Star,15% Off,15698,17250.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,15.0,3
"6-Day Kerala Tour with Munnar, Backwaters & Beaches",Customizable,6 Days & 5 Nights,3 Star,15% Off,37453,42560.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,15.0,3
5-Day Captivating Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,9% Off,47304,53150.0,Kochi (1D)Thekkady (1D)Alleppey (2D)Cochin (1D),"Kochi, Thekkady, Cochin",Alleppey,,5,4,9.0,3
3-Day Scenic Kerala Tour: Munnar & Kochi,Customizable,3 Days & 2 Nights,3 Star,12% Off,68169,78355.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,12.0,3
"6-Day Kerala Tour with Waterfalls, Backwaters, and Beaches",Customizable,6 Days & 5 Nights,5 Star,11% Off,19383,21300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cherai (1D)Kochi (1D),"Thekkady, Alleppey, Cherai, Kochi",Munnar,,6,5,11.0,5
Indulge in a 7-Day Scenic Kerala Tour with Waterfalls and Backwaters,Customizable,7 Days & 6 Nights,3 Star,13% Off,58696,66700.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,13.0,3
Experience Kerala: 7-Day Tour from Munnar to Kanyakumari,Customizable,7 Days & 6 Nights,3 Star,9% Off,15312,17600.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,9.0,3
4-Day Kerala Tour with Munnar and Thekkady,Customizable,4 Days & 3 Nights,4 Star,12% Off,19833,23062.0,Munnar (2D)Thekkady (1D)Cochin (1D),"Thekkady, Cochin",Munnar,,4,3,12.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,13% Off,49595,54500.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Kumarakom, Kovalam, Trivandrum",Munnar,,6,5,13.0,3
3-Day Kerala Tour with Munnar's Scenic Beauty,Customizable,3 Days & 2 Nights,3 Star,14% Off,10738,11800.0,Munnar (2D)Aluva (1D),Aluva,Munnar,,3,2,14.0,3
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,3 Star,9% Off,12600,14000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
5-Day Kerala Tour with Scenic Munnar and Alleppey Houseboat Stay,Customizable,5 Days & 4 Nights,4 Star,9% Off,25760,28000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,9.0,4
4-Day Kerala Tour Featuring Munnar & Trivandrum,Customizable,4 Days & 3 Nights,4 Star,10% Off,26640,29600.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,4,3,10.0,4
3-Day Kerala Tour from Cochin to Munnar,Customizable,3 Days & 2 Nights,4 Star,8% Off,26013,29900.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,8.0,4
4-Day Mesmeric Kerala Tour with Munnar & Houseboat,Customizable,4 Days & 3 Nights,4 Star,10% Off,55510,61000.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,10.0,4
"5-Day Kerala Tour: Munnar, Alleppey, and Kochi Highlights",Customizable,5 Days & 4 Nights,3 Star,13% Off,94640,104000.0,Munnar (3D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",,Munnar,5,4,13.0,3
4-Day Kerala Tour: Munnar & Alleppey Houseboat Adventure,Customizable,4 Days & 3 Nights,4 Star,9% Off,46784,54400.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,9.0,4
"7-Day Kerala Tour with Munnar, Houseboat, and Kovalam Beach",Customizable,7 Days & 6 Nights,3 Star,9% Off,36855,40500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,9.0,3
"7-Day Kerala Tour with Munnar, Thekkady, and Kovalam Highlights",Customizable,7 Days & 6 Nights,3 Star,14% Off,27370,32200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Varkala (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Varkala, Kovalam, Trivandrum",Munnar,,7,6,14.0,3
Experience Romantic Kerala on an 8-Day Tour with Houseboat Stay,Customizable,8 Days & 7 Nights,3 Star,9% Off,31328,35600.0,Kochi (1D)Munnar (3D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Kochi, Alleppey, Trivandrum",Kovalam,Munnar,8,7,9.0,3
6-Day Scenic Kerala Tour with Munnar and Houseboat,Customizable,6 Days & 5 Nights,4 Star,15% Off,81400,92500.0,Cochin (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Cochin, Thekkady, Alleppey, Kochi",Munnar,,6,5,15.0,4
5-Day Kerala Honeymoon with Houseboat Adventure,Customizable,5 Days & 4 Nights,4 Star,12% Off,15750,17500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,12.0,4
"5-Day Kerala Tour with Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,4 Star,12% Off,37840,44000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,12.0,4
"Enchanting 6-Day Kerala Tour with Munnar, Alleppey, and Beaches",Customizable,6 Days & 5 Nights,3 Star,10% Off,65320,71000.0,Munnar (2D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Alleppey, Trivandrum","Munnar, Kovalam",,6,5,10.0,3
3-Day Kerala Tour with Munnar and Houseboat Experience,Customizable,3 Days & 2 Nights,3 Star,14% Off,32429,36437.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,14.0,3
6-Day Romantic Kerala Tour with Houseboat and Varkala,Customizable,6 Days & 5 Nights,3 Star,8% Off,42925,50500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Varkala (1D)Trivandrum (1D),"Thekkady, Alleppey, Varkala, Trivandrum",Munnar,,6,5,8.0,3
"8-Day Kerala Package: Romance, Wildlife, and Scenic Backwaters",Customizable,8 Days & 7 Nights,4 Star,11% Off,9601,10550.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Kochi, Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,8,7,11.0,4
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey Houseboat",Customizable,5 Days & 4 Nights,3 Star,15% Off,20025,22500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,15.0,3
"7-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kovalam",Customizable,7 Days & 6 Nights,3 Star,9% Off,14674,15950.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,9.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,11% Off,25200,28000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,11.0,3
"5-Day Kerala Tour with Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,3 Star,8% Off,13920,16000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,8.0,3
"3-Day Scenic Tour of Munnar, Kerala",Customizable,3 Days & 2 Nights,3 Star,10% Off,44109,50700.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,10.0,3
4-Day Kerala Tour with Munnar and Alleppey Highlights,Customizable,4 Days & 3 Nights,3 Star,13% Off,25492,29990.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,13.0,3
3-Day Scenic Kerala Tour with Munnar Highlights,Customizable,3 Days & 2 Nights,3 Star,13% Off,23378,25975.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,13.0,3
Magical 3-Day Kerala Tour with Munnar Highlights,Customizable,3 Days & 2 Nights,3 Star,15% Off,42543,46750.0,Munnar (3D),,,Munnar,3,2,15.0,3
4-Day Scenic Kerala Tour with Houseboat Stay,Customizable,4 Days & 3 Nights,4 Star,10% Off,42570,47300.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,10.0,4
4-Day Enchanting Kerala Tour: Munnar and Alleppey Houseboat Experience,Customizable,4 Days & 3 Nights,4 Star,9% Off,22750,25000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,9.0,4
Enchanting 6-Day Kerala Tour,Customizable,6 Days & 5 Nights,4 Star,10% Off,49155,56500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,10.0,4
Discover the Best of Kerala's Nature and Culture on a 5-Day Tour,Customizable,5 Days & 4 Nights,4 Star,9% Off,19140,22000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,4
4-Day Kerala Tour: Munnar and Alleppey Highlights,Customizable,4 Days & 3 Nights,4 Star,13% Off,15575,17500.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,13.0,4
"5-Day Kerala Tour with Munnar, Thekkady & Alleppey Houseboat Experience",Customizable,5 Days & 4 Nights,3 Star,13% Off,143520,156000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,13.0,3
5-Day Kerala Tour with Munnar and Alleppey Houseboat Stay,Customizable,5 Days & 4 Nights,4 Star,11% Off,27900,31000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,11.0,4
3-Day Kerala Tour to Varkala and Adventure Activities,Customizable,3 Days & 2 Nights,3 Star,8% Off,28638,33300.0,Varkala (2D)Trivandrum (1D),Trivandrum,Varkala,,3,2,8.0,3
Discover the Tranquil Beauty of Kerala with a 3-Day Tour,Customizable,3 Days & 2 Nights,3 Star,10% Off,106040,120500.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,10.0,3
"5-Day Kerala Tour: Nature, Wildlife & Backwaters",Customizable,5 Days & 4 Nights,3 Star,14% Off,64380,74000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,14.0,3
"5-Day Scenic Kerala Tour with Munnar, Alleppey, and Kovalam",Customizable,5 Days & 4 Nights,3 Star,12% Off,42925,50500.0,Munnar (2D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Alleppey, Kovalam, Trivandrum",Munnar,,5,4,12.0,3
"7-Day All-Inclusive Kerala Tour: Munnar, Thekkady & Alleppey",Customizable,7 Days & 6 Nights,3 Star,13% Off,9601,10550.0,Munnar (2D)Thekkady (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi","Munnar, Thekkady",,7,6,13.0,3
Experience Kerala's Stunning Islands with Our 6-Day Tour,Customizable,6 Days & 5 Nights,4 Star,15% Off,20025,22500.0,Port Blair (3D)Havelock (2D)Neil Island (1D),Neil Island,Havelock,Port Blair,6,5,15.0,4
"7-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kovalam",Customizable,7 Days & 6 Nights,3 Star,9% Off,14674,15950.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,9.0,3
