record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T7346,Netflix,Cloud,Germany,Startup,Aug,2025,926.0,6.1,Market Slowdown,5.3,7.4,,Hiring Freeze,14.9,DevOps Engineer,33.3,,17.9,5.1,6.6,7.3,Bull Market
T7347,Amazon,Cybersecurity,USA,Startup,Mar,2026,1844.0,8.1,Restructuring,4.3,8.5,2719.0,Moderate Hiring,35.4,ML Engineer,,44.6,27.8,,7.3,5.9,Bull Market
T7348,Google,E-Commerce,India,Enterprise,Apr,2024,2977.0,6.1,Restructuring,7.7,4.5,1059.0,Hiring Freeze,13.3,Cloud Engineer,-43.3,-1.4,0.9,5.7,7.2,6.0,Stable
T7349,SAP,FinTech,Canada,Enterprise,Nov,2024,3819.0,11.8,AI Automation,3.2,6.2,4509.0,Hiring Freeze,47.2,Cloud Engineer,-36.4,-6.8,4.8,4.7,5.9,6.3,Stable
T7350,Meta,Gaming,India,Mid-size,Sep,2026,1063.0,6.4,Market Slowdown,3.0,5.2,2305.0,Hiring Freeze,26.4,Product Manager,45.2,-4.2,-5.0,3.0,6.4,5.7,Bull Market
T7351,Spotify,Cloud,Germany,Big Tech,Jan,2026,5424.0,16.7,Market Slowdown,5.2,10.0,2678.0,Hiring Freeze,24.8,Product Manager,35.7,55.3,15.3,7.8,,6.1,Stable
T7352,Palantir,FinTech,Canada,Mid-size,Dec,2025,1921.0,3.7,Market Slowdown,2.1,1.5,296.0,Hiring Freeze,81.6,Frontend Developer,-23.6,-15.9,-6.0,2.6,5.7,7.7,Bull Market
T7353,Databricks,Cybersecurity,Germany,Mid-size,Apr,2024,499.0,7.9,Cost Cutting,,6.3,5817.0,Hiring Freeze,45.0,Cloud Engineer,27.8,-1.8,-8.0,2.8,7.9,6.0,Bull Market
T7354,Amazon,Cloud,UK,Enterprise,Dec,2026,,8.0,Cost Cutting,12.9,10.0,1123.0,Hiring Freeze,56.1,Product Manager,45.5,27.9,15.0,8.2,7.3,6.4,Recession
T7355,Uber,AI,Germany,Startup,Mar,2025,820.0,5.0,Restructuring,6.3,6.5,6706.0,Moderate Hiring,14.8,ML Engineer,-40.1,23.1,20.0,7.4,6.6,6.6,Stable
T7356,Google,,Germany,Big Tech,Aug,2026,1822.0,3.7,,4.3,1.5,2165.0,Moderate Hiring,65.3,DevOps Engineer,30.8,56.5,26.9,2.9,8.1,8.5,Bull Market
T7357,Adobe,FinTech,Singapore,Enterprise,Jun,2026,6681.0,15.1,Overhiring Correction,1.9,,5355.0,Hiring Freeze,32.8,DevOps Engineer,4.5,18.4,3.6,1.5,5.8,6.9,Stable
T7358,SAP,AI,USA,Mid-size,Dec,2025,1090.0,5.5,Overhiring Correction,2.6,1.1,7785.0,Aggressive Hiring,72.7,Data Scientist,-39.6,-18.8,-6.6,3.0,4.1,,Bull Market
T7359,OpenAI,Cloud,USA,Startup,Mar,2025,1347.0,5.4,Market Slowdown,,10.0,4110.0,Moderate Hiring,57.3,Cloud Engineer,23.0,42.6,21.3,9.8,8.5,6.7,Bull Market
T7360,Salesforce,Cybersecurity,Singapore,Big Tech,Jul,2026,327.0,8.7,Market Slowdown,11.0,7.5,3972.0,Moderate Hiring,19.0,Cloud Engineer,80.0,39.3,8.3,7.7,8.4,7.1,Bull Market
T7361,Intel,Cybersecurity,India,Startup,Apr,2025,1668.0,9.6,Overhiring Correction,2.0,5.4,4732.0,Moderate Hiring,31.7,Software Engineer,56.3,14.7,,3.2,7.6,,Bull Market
T7362,Intel,Cybersecurity,Singapore,Big Tech,Apr,2026,1897.0,1.2,Cost Cutting,10.3,8.9,1351.0,Moderate Hiring,87.2,Frontend Developer,38.1,54.1,27.2,8.9,7.5,7.6,Bull Market
T7363,OpenAI,FinTech,USA,Mid-size,Oct,2024,3774.0,3.5,Restructuring,6.5,4.9,3168.0,Moderate Hiring,28.7,Data Scientist,86.8,-5.4,,4.1,5.6,7.5,Stable
T7364,Adobe,Cloud,USA,Startup,Sep,2025,899.0,9.8,Cost Cutting,1.9,3.4,5829.0,Hiring Freeze,62.6,Product Manager,49.0,0.8,5.4,,7.1,7.1,Bull Market
T7365,Anthropic,Gaming,Canada,Startup,Jul,2025,2665.0,13.1,Market Slowdown,4.4,7.9,4315.0,Hiring Freeze,16.8,Product Manager,-18.4,18.3,-1.2,2.7,5.2,4.7,Stable
T7366,Stripe,,USA,Big Tech,Oct,2026,7752.0,29.8,Overhiring Correction,7.7,10.0,855.0,Downsizing,30.6,Cybersecurity Analyst,48.2,-20.7,-19.6,7.9,2.3,3.3,Recession
T7367,Google,Social Media,,Startup,Nov,2026,15901.0,13.2,Market Slowdown,7.8,9.5,1486.0,Hiring Freeze,20.2,Frontend Developer,,29.4,5.2,6.2,8.8,6.3,Recession
T7368,Airbnb,,Singapore,Mid-size,Mar,2024,6440.0,17.7,Overhiring Correction,5.6,10.0,3811.0,Hiring Freeze,42.4,Frontend Developer,52.4,40.2,17.6,6.2,7.0,5.2,Stable
T7369,Salesforce,Gaming,USA,Mid-size,Feb,2026,1912.0,6.2,Restructuring,,10.0,4493.0,Aggressive Hiring,31.3,Data Scientist,14.5,-14.0,-2.1,9.9,6.2,4.4,Bull Market
T7370,Google,Social Media,USA,Startup,Mar,2024,,8.2,AI Automation,2.6,,2948.0,Hiring Freeze,,ML Engineer,36.7,11.9,-4.6,2.3,6.5,6.7,Bull Market
T7371,Intel,Cloud,India,Mid-size,Oct,2026,1144.0,5.1,Market Slowdown,3.6,5.9,3749.0,Moderate Hiring,19.4,Product Manager,11.3,19.9,18.3,5.1,7.5,7.3,Bull Market
T7372,NVIDIA,Gaming,,Startup,Jul,2024,1706.0,14.6,,5.0,10.0,5813.0,Moderate Hiring,30.2,Frontend Developer,43.3,5.8,-1.3,7.4,6.2,3.8,Stable
T7373,Microsoft,Gaming,USA,Startup,Sep,2024,1834.0,13.8,Market Slowdown,4.0,5.9,4457.0,Hiring Freeze,,DevOps Engineer,13.3,45.4,,6.5,,7.7,Stable
T7374,SAP,Gaming,UK,Startup,Apr,2026,555.0,6.1,AI Automation,8.4,7.4,590.0,Moderate Hiring,45.5,DevOps Engineer,44.7,33.2,13.2,7.1,9.0,6.7,Bull Market
T7375,NVIDIA,E-Commerce,UK,Startup,Sep,2026,9072.0,21.0,Overhiring Correction,2.3,4.9,234.0,Downsizing,35.3,Frontend Developer,49.3,26.1,-3.3,2.3,4.5,6.1,Recession
T7376,Intel,E-Commerce,Singapore,Big Tech,Aug,2024,689.0,6.8,AI Automation,9.4,10.0,2664.0,Moderate Hiring,33.2,ML Engineer,-25.3,32.8,,8.9,7.4,5.5,Bull Market
T7377,Oracle,AI,India,Enterprise,Dec,2025,1778.0,3.3,Market Slowdown,0.9,1.0,,Hiring Freeze,77.6,ML Engineer,-8.4,28.6,7.4,1.1,6.7,8.5,Bull Market
T7378,Google,E-Commerce,India,Mid-size,Jan,2026,6496.0,10.9,Market Slowdown,2.6,3.0,735.0,Hiring Freeze,21.9,DevOps Engineer,1.4,-15.1,-17.6,2.7,6.2,5.3,Recession
T7379,Apple,Gaming,UK,Startup,Oct,2025,6380.0,23.3,Market Slowdown,,10.0,1396.0,Hiring Freeze,64.2,Frontend Developer,-18.0,38.6,7.3,8.7,7.3,5.5,Recession
T7380,Oracle,FinTech,Germany,Big Tech,Jul,2026,1110.0,10.0,Market Slowdown,4.0,4.3,5962.0,Moderate Hiring,,DevOps Engineer,27.1,42.1,25.3,2.9,7.7,,Stable
T7381,Oracle,Cybersecurity,USA,Enterprise,Jan,2024,,3.5,AI Automation,7.8,5.9,3939.0,Moderate Hiring,49.6,Cloud Engineer,-37.9,-20.6,-8.3,5.6,5.4,6.5,Bull Market
T7382,Google,Gaming,Singapore,Startup,May,2024,368.0,0.6,Restructuring,2.1,,5713.0,Moderate Hiring,62.9,DevOps Engineer,22.7,47.3,23.2,2.2,7.3,9.6,Bull Market
T7383,,FinTech,Germany,Startup,Apr,2026,1153.0,7.1,Cost Cutting,3.7,3.7,584.0,Moderate Hiring,52.0,DevOps Engineer,79.6,,13.0,4.3,5.8,7.3,Bull Market
T7384,Uber,,India,Enterprise,Apr,2025,8211.0,14.7,Restructuring,7.4,,767.0,Hiring Freeze,77.8,Product Manager,15.5,,3.7,8.0,5.8,,
T7385,Netflix,Social Media,Singapore,Mid-size,May,2025,1107.0,4.7,AI Automation,6.1,6.5,4428.0,Moderate Hiring,76.4,Product Manager,82.1,,15.8,5.0,9.8,8.6,Bull Market
T7386,Microsoft,FinTech,UK,Startup,Jul,2025,4715.0,7.2,Restructuring,3.9,4.7,1758.0,Moderate Hiring,86.9,DevOps Engineer,63.9,42.5,16.8,4.4,9.2,7.2,Stable
T7387,Palantir,E-Commerce,Germany,Startup,Jan,2024,1363.0,4.0,Market Slowdown,3.6,5.1,3684.0,Moderate Hiring,58.6,Software Engineer,1.3,46.5,17.4,4.2,9.6,7.9,Bull Market
T7388,Databricks,AI,USA,Big Tech,Aug,2026,2470.0,8.8,Cost Cutting,5.2,10.0,7875.0,Moderate Hiring,78.2,Data Scientist,-14.6,,4.0,5.8,6.7,4.3,Bull Market
T7389,Databricks,,Singapore,Mid-size,May,2024,4478.0,16.4,Cost Cutting,4.3,9.4,2500.0,Hiring Freeze,10.2,Data Scientist,82.9,5.1,,6.5,6.3,,Stable
T7390,NVIDIA,,Singapore,Big Tech,Jun,2026,,9.0,Market Slowdown,5.4,6.5,3556.0,,61.0,Data Scientist,65.3,10.4,8.4,3.7,7.8,5.3,Bull Market
T7391,Intel,Social Media,Canada,Startup,Sep,2025,11741.0,26.6,Market Slowdown,4.9,10.0,873.0,Hiring Freeze,33.3,Software Engineer,-0.8,12.4,-7.0,7.1,6.6,4.0,Recession
T7392,OpenAI,Gaming,UK,Big Tech,Dec,2024,3130.0,7.2,AI Automation,11.1,10.0,4884.0,Moderate Hiring,61.4,Data Scientist,-43.0,21.1,19.7,8.8,7.4,5.8,Stable
T7393,Anthropic,Gaming,India,Mid-size,Jan,2026,1875.0,2.6,Overhiring Correction,2.9,3.5,5644.0,Moderate Hiring,85.5,DevOps Engineer,-13.2,0.3,3.2,3.5,8.7,7.4,Bull Market
T7394,Spotify,FinTech,,Big Tech,Jan,2024,3503.0,18.8,Cost Cutting,1.7,5.6,1783.0,Downsizing,75.6,Cybersecurity Analyst,50.2,10.0,2.3,1.7,6.0,6.2,Recession
T7395,Palantir,AI,India,Enterprise,Feb,2026,9946.0,23.2,Market Slowdown,3.5,8.3,5452.0,Hiring Freeze,80.9,Data Scientist,,20.3,5.5,2.4,5.7,4.7,Recession
T7396,Netflix,Cybersecurity,India,Mid-size,Jun,2025,2631.0,8.4,AI Automation,2.1,5.8,427.0,Hiring Freeze,25.8,Cloud Engineer,-44.1,-6.3,1.5,2.7,4.5,5.0,Stable
T7397,Amazon,E-Commerce,Germany,Mid-size,Nov,2024,666.0,,AI Automation,,10.0,578.0,Hiring Freeze,79.6,DevOps Engineer,19.7,-20.9,-6.7,6.8,5.6,5.5,Bull Market
T7398,Meta,E-Commerce,UK,Mid-size,Jun,2025,2643.0,2.9,Overhiring Correction,,6.6,867.0,Moderate Hiring,32.7,Software Engineer,46.9,57.9,31.0,4.6,,7.2,Stable
T7399,OpenAI,AI,India,Big Tech,Feb,2026,7240.0,27.6,AI Automation,0.8,6.1,8211.0,Moderate Hiring,77.0,ML Engineer,-44.2,11.1,-11.5,1.2,4.2,5.2,Recession
T7400,Palantir,Cloud,Germany,Mid-size,Aug,2025,15344.0,21.2,Restructuring,9.4,10.0,796.0,Hiring Freeze,68.7,DevOps Engineer,2.1,-20.9,-17.2,9.0,3.8,3.4,Recession
T7401,Databricks,Cybersecurity,Singapore,Startup,May,2024,1107.0,,Overhiring Correction,9.9,5.4,1093.0,Moderate Hiring,19.0,Software Engineer,-30.7,39.8,10.2,7.8,7.6,,Stable
T7402,Oracle,,Germany,Startup,Jul,2025,11017.0,10.3,AI Automation,11.1,10.0,941.0,Hiring Freeze,54.0,Cybersecurity Analyst,,1.8,-0.2,9.3,4.4,4.3,Recession
T7403,Amazon,Gaming,Singapore,Mid-size,Feb,2026,17323.0,17.1,AI Automation,3.4,10.0,1839.0,Hiring Freeze,30.2,ML Engineer,-18.1,41.8,9.4,4.4,8.7,5.6,Recession
T7404,OpenAI,FinTech,Canada,Big Tech,Jun,2026,2033.0,6.6,Cost Cutting,3.6,5.0,2724.0,Hiring Freeze,,Product Manager,-23.2,3.9,-6.7,2.6,8.0,7.4,Stable
T7405,Google,Cybersecurity,Germany,Enterprise,Dec,2025,2054.0,2.7,Cost Cutting,9.6,10.0,516.0,Moderate Hiring,24.1,Product Manager,63.1,6.3,10.1,7.8,,5.5,Bull Market
T7406,Microsoft,FinTech,Canada,Mid-size,Oct,2024,9139.0,20.7,Overhiring Correction,2.4,7.1,1395.0,Hiring Freeze,60.8,Frontend Developer,-29.2,-16.2,-13.2,3.5,5.5,4.2,Recession
T7407,NVIDIA,AI,Singapore,Big Tech,Sep,2025,109.0,7.3,Cost Cutting,6.9,8.4,6754.0,Aggressive Hiring,43.0,Data Scientist,-25.7,35.7,14.0,9.8,6.4,5.9,
T7408,Spotify,FinTech,Singapore,Enterprise,May,2026,10557.0,23.2,Cost Cutting,5.1,5.8,1536.0,Downsizing,15.4,Frontend Developer,-23.4,14.2,-4.6,3.3,6.6,5.2,Recession
T7409,Netflix,AI,Germany,Mid-size,Sep,2024,1625.0,17.2,AI Automation,6.8,8.2,1370.0,Moderate Hiring,39.0,Data Scientist,22.7,9.9,10.1,7.1,,4.8,Stable
T7410,Google,Cloud,UK,Startup,Jun,2025,8518.0,33.7,Cost Cutting,8.9,10.0,1043.0,Downsizing,73.3,DevOps Engineer,32.3,46.9,21.2,6.4,5.0,3.4,Recession
T7411,Spotify,Social Media,UK,Startup,Sep,2026,,11.0,Market Slowdown,16.8,10.0,1021.0,Hiring Freeze,61.2,Software Engineer,80.2,46.0,20.3,9.9,7.3,6.7,Recession
T7412,Airbnb,FinTech,Canada,Mid-size,Aug,2026,1649.0,2.8,Cost Cutting,7.6,6.8,4820.0,Aggressive Hiring,23.8,ML Engineer,11.8,44.0,16.1,7.0,6.7,8.4,Bull Market
T7413,SAP,Gaming,Germany,Mid-size,Aug,2026,5957.0,16.4,Cost Cutting,11.1,10.0,2363.0,Hiring Freeze,43.3,Software Engineer,61.3,11.7,,8.2,5.8,3.9,Stable
T7414,Apple,Cybersecurity,USA,Startup,Feb,2025,3600.0,9.4,Restructuring,4.9,6.0,5356.0,Moderate Hiring,14.7,,-28.0,-22.9,-2.0,6.1,5.2,4.5,Stable
T7415,Microsoft,AI,USA,Mid-size,Mar,2024,6914.0,,Restructuring,10.7,5.9,4530.0,Moderate Hiring,23.7,ML Engineer,36.2,11.2,15.2,,7.6,6.3,Stable
T7416,Airbnb,E-Commerce,USA,Big Tech,Aug,2025,3348.0,8.5,AI Automation,,10.0,4279.0,Hiring Freeze,,Cybersecurity Analyst,29.1,13.7,11.9,5.3,5.2,4.6,Stable
T7417,OpenAI,Social Media,Canada,Startup,Nov,2026,2944.0,11.3,AI Automation,10.2,6.9,509.0,Hiring Freeze,35.6,Cloud Engineer,-20.8,29.8,16.9,8.4,5.9,5.6,Recession
T7418,Google,Gaming,USA,Startup,Apr,2024,1520.0,8.1,AI Automation,2.9,5.4,3287.0,Moderate Hiring,87.7,Data Scientist,,51.9,23.8,4.6,7.1,7.9,Bull Market
T7419,Netflix,Social Media,USA,Enterprise,May,2024,19556.0,37.3,AI Automation,7.7,10.0,1977.0,Hiring Freeze,78.1,Software Engineer,,40.4,3.9,7.7,3.8,,Recession
T7420,Amazon,Social Media,India,Mid-size,Nov,2026,2225.0,4.7,Overhiring Correction,5.4,7.8,3511.0,Hiring Freeze,48.8,,15.6,51.6,22.1,4.9,7.0,8.4,Bull Market
T7421,,Cybersecurity,India,Big Tech,May,2025,,4.9,Cost Cutting,9.8,8.7,5661.0,Moderate Hiring,87.6,ML Engineer,-30.1,-20.4,-7.1,9.5,,5.8,Stable
T7422,SAP,Social Media,Germany,Enterprise,Feb,2026,6733.0,10.5,Market Slowdown,3.5,6.8,5144.0,Moderate Hiring,19.2,Frontend Developer,-31.2,-22.5,-4.8,4.2,7.1,4.7,
T7423,Oracle,Cybersecurity,Canada,Startup,Apr,2025,2632.0,7.3,Market Slowdown,1.4,4.0,3159.0,Hiring Freeze,30.8,Product Manager,56.6,20.8,3.1,1.2,7.6,6.7,Stable
T7424,Databricks,Gaming,Germany,Enterprise,Nov,2026,898.0,15.4,AI Automation,6.9,5.4,,Moderate Hiring,27.6,Software Engineer,-7.5,14.9,-4.5,4.3,6.6,5.8,Stable
T7425,Adobe,Cybersecurity,Germany,Startup,Dec,2026,13299.0,39.4,Overhiring Correction,10.3,10.0,1607.0,Downsizing,64.9,ML Engineer,45.1,-15.3,-18.6,7.1,4.6,2.5,Recession
T7426,Google,Gaming,Canada,,Dec,2025,2010.0,3.7,Market Slowdown,5.1,4.1,2732.0,Hiring Freeze,27.0,ML Engineer,-23.2,47.1,10.2,4.7,7.2,,Bull Market
T7427,Oracle,AI,Canada,Big Tech,Sep,2024,4504.0,8.1,Cost Cutting,7.8,8.0,3442.0,Moderate Hiring,21.9,Data Scientist,-29.3,13.5,14.5,,6.6,,Recession
T7428,NVIDIA,E-Commerce,Germany,Startup,Dec,2026,2226.0,15.6,Restructuring,8.2,8.5,678.0,Hiring Freeze,79.0,ML Engineer,66.9,15.6,7.5,6.1,7.9,5.7,Stable
T7429,SAP,Social Media,USA,Big Tech,Jun,2025,14982.0,16.7,,4.7,,,Downsizing,20.5,Frontend Developer,-20.1,25.7,1.4,4.2,6.9,6.1,Recession
T7430,Palantir,Social Media,Germany,Enterprise,Aug,2026,,,Market Slowdown,9.8,,786.0,Hiring Freeze,10.3,DevOps Engineer,0.2,-7.4,-3.1,8.7,3.5,4.6,Recession
T7431,Databricks,E-Commerce,Germany,Big Tech,Dec,2026,2802.0,3.4,Overhiring Correction,5.1,4.4,4379.0,Moderate Hiring,40.8,Product Manager,4.4,-3.4,1.5,5.2,6.5,6.7,Stable
T7432,Google,AI,Germany,Enterprise,Sep,2024,2348.0,0.3,Cost Cutting,12.6,8.0,5352.0,Moderate Hiring,85.6,Data Scientist,61.9,55.7,24.9,9.6,7.9,8.4,Bull Market
T7433,Airbnb,Gaming,Germany,Mid-size,May,2025,147.0,5.4,Market Slowdown,5.9,4.9,3364.0,Hiring Freeze,69.6,,39.2,-9.9,-6.7,5.3,5.7,6.7,Bull Market
T7434,Amazon,Social Media,Singapore,Mid-size,Sep,2026,262.0,11.2,Restructuring,3.8,5.6,1490.0,Hiring Freeze,73.3,DevOps Engineer,-0.4,1.8,-2.0,3.0,8.0,6.1,Stable
T7435,Salesforce,E-Commerce,USA,Big Tech,May,2025,972.0,6.0,AI Automation,11.5,4.6,5194.0,Moderate Hiring,22.0,Cybersecurity Analyst,,30.0,13.1,7.1,6.8,6.5,Bull Market
T7436,Intel,Cloud,USA,Big Tech,Feb,2024,2240.0,6.6,Cost Cutting,10.4,,,Moderate Hiring,73.8,ML Engineer,-12.0,5.7,-5.1,6.8,6.2,4.8,Bull Market
T7437,Google,Social Media,UK,Big Tech,Nov,2026,18089.0,13.3,Overhiring Correction,10.6,10.0,1113.0,Moderate Hiring,14.6,ML Engineer,14.3,37.9,,,6.6,5.9,Recession
T7438,Google,Cloud,Singapore,Mid-size,Jun,2025,13590.0,18.5,Restructuring,12.3,10.0,811.0,Hiring Freeze,42.8,Cybersecurity Analyst,89.3,50.0,11.1,8.8,8.3,4.7,Recession
T7439,Databricks,Gaming,India,Startup,Aug,2026,5248.0,12.0,AI Automation,7.8,8.2,1418.0,Hiring Freeze,30.4,Product Manager,85.8,11.9,-6.0,4.8,7.1,5.6,Recession
T7440,,Cybersecurity,Singapore,Startup,Jul,2024,9981.0,,Cost Cutting,11.1,10.0,1697.0,Hiring Freeze,10.9,Software Engineer,-6.1,23.9,2.0,8.4,4.9,4.0,Recession
T7441,Amazon,FinTech,Singapore,Enterprise,May,2026,370.0,5.4,AI Automation,7.4,,200.0,,44.8,Cloud Engineer,49.4,4.4,-1.7,9.4,6.4,5.6,Bull Market
T7442,Stripe,Gaming,Germany,Enterprise,Nov,2026,3864.0,14.5,Market Slowdown,5.1,5.9,5376.0,Moderate Hiring,16.4,Software Engineer,84.0,9.6,1.2,5.2,5.6,6.2,Stable
T7443,Palantir,Social Media,Germany,Big Tech,Dec,2025,699.0,9.0,Cost Cutting,5.9,10.0,1685.0,Hiring Freeze,12.4,Data Scientist,-36.4,47.0,24.3,7.9,8.8,6.7,Bull Market
T7444,Adobe,Cybersecurity,Canada,Enterprise,Apr,2025,10609.0,9.9,Cost Cutting,11.8,6.3,1914.0,,37.1,Frontend Developer,63.3,33.4,18.8,7.0,,6.1,Recession
T7445,Oracle,FinTech,Singapore,Startup,Feb,2025,12428.0,20.5,Cost Cutting,11.0,10.0,354.0,Hiring Freeze,67.3,Cloud Engineer,33.4,18.4,15.2,8.3,6.1,3.6,Recession
T7446,NVIDIA,E-Commerce,India,Enterprise,Mar,2026,2362.0,6.9,Restructuring,5.0,5.5,1657.0,Hiring Freeze,30.2,Frontend Developer,61.2,20.4,-1.8,3.9,6.2,5.9,Bull Market
T7447,Meta,AI,Singapore,Mid-size,Jun,2025,2021.0,9.2,Restructuring,,6.5,4460.0,Hiring Freeze,18.4,ML Engineer,79.9,40.5,6.6,,6.2,6.8,
T7448,SAP,AI,USA,Startup,Feb,2025,14676.0,26.1,AI Automation,14.3,,4873.0,Moderate Hiring,36.2,Data Scientist,30.9,52.4,15.8,8.8,4.9,4.1,Recession
T7449,Google,FinTech,UK,Mid-size,Aug,2024,13778.0,27.8,Overhiring Correction,6.7,10.0,1857.0,Hiring Freeze,27.3,Software Engineer,44.7,5.4,5.6,4.7,6.5,3.7,Recession
T7450,Databricks,Cybersecurity,Singapore,Startup,Feb,2024,1284.0,8.6,AI Automation,6.5,7.4,4726.0,Hiring Freeze,62.2,ML Engineer,43.1,-6.7,0.3,4.3,4.5,5.4,Bull Market
T7451,Palantir,Cybersecurity,Singapore,Big Tech,Jan,2024,1883.0,7.6,Market Slowdown,8.2,8.9,1358.0,,56.1,Cybersecurity Analyst,-37.0,,3.3,5.7,6.6,5.2,Bull Market
T7452,NVIDIA,AI,Singapore,Startup,May,2024,4597.0,1.7,,,8.5,7302.0,Aggressive Hiring,30.7,ML Engineer,-23.8,-9.3,3.1,6.8,,6.7,Stable
T7453,Spotify,AI,UK,Big Tech,May,2025,1635.0,16.5,AI Automation,6.1,10.0,3543.0,Moderate Hiring,83.3,Data Scientist,78.4,50.2,22.8,7.9,7.2,5.8,Stable
T7454,Netflix,Cloud,India,Enterprise,Jul,2025,978.0,2.2,Overhiring Correction,,7.5,,Aggressive Hiring,62.5,Data Scientist,70.0,-19.7,3.9,7.9,4.9,4.8,Stable
T7455,Amazon,FinTech,Singapore,Big Tech,Jan,2026,2357.0,15.3,Cost Cutting,4.6,6.8,3739.0,Hiring Freeze,82.2,Product Manager,46.0,,-11.6,3.1,7.2,5.9,Stable
T7456,NVIDIA,,India,Big Tech,Sep,2025,13220.0,14.3,Market Slowdown,2.4,5.9,320.0,Hiring Freeze,16.6,Cloud Engineer,-12.8,1.7,-5.3,1.5,4.7,6.1,Recession
T7457,,AI,Germany,Enterprise,Jun,2024,465.0,14.4,Market Slowdown,1.8,1.9,,Hiring Freeze,55.0,ML Engineer,-44.5,33.3,0.6,1.6,8.4,,Stable
T7458,Google,AI,Canada,Startup,Apr,2025,6032.0,1.2,Market Slowdown,2.5,1.0,9542.0,Aggressive Hiring,62.7,Data Scientist,-38.8,19.0,,2.0,9.0,8.6,Stable
T7459,SAP,AI,Germany,Big Tech,Nov,2026,12285.0,31.5,Restructuring,8.3,10.0,5869.0,Hiring Freeze,24.7,Data Scientist,55.0,-2.0,-10.5,7.0,,2.3,Recession
T7460,OpenAI,Cybersecurity,Singapore,Startup,Feb,2025,1738.0,6.9,Market Slowdown,,5.9,,Moderate Hiring,50.3,Cloud Engineer,,28.5,,4.3,5.5,7.3,Bull Market
T7461,Apple,FinTech,UK,Big Tech,Nov,2025,3441.0,,Cost Cutting,1.1,4.1,2515.0,Hiring Freeze,49.4,Data Scientist,14.1,49.2,10.5,1.4,7.9,8.0,Stable
T7462,Intel,AI,Canada,Startup,Apr,2025,6163.0,29.2,AI Automation,4.2,10.0,4738.0,Hiring Freeze,59.7,Data Scientist,9.4,46.1,20.1,,6.5,5.2,Recession
T7463,Anthropic,,USA,Big Tech,Oct,2026,2227.0,5.0,Market Slowdown,9.4,10.0,4268.0,Moderate Hiring,39.9,ML Engineer,-28.4,44.3,24.2,7.7,6.3,7.8,Bull Market
T7464,NVIDIA,FinTech,USA,Mid-size,Feb,2024,251.0,0.1,AI Automation,15.1,8.1,3983.0,Moderate Hiring,83.2,,72.5,-15.6,8.4,9.5,5.0,5.8,
T7465,Adobe,Cybersecurity,Singapore,Startup,May,2024,1052.0,8.8,Overhiring Correction,6.5,10.0,4985.0,Moderate Hiring,49.5,Frontend Developer,10.4,-15.7,-14.2,8.4,7.4,3.9,Bull Market
T7466,Spotify,Gaming,Germany,Startup,Oct,2024,11963.0,15.7,AI Automation,12.5,10.0,1876.0,Hiring Freeze,42.5,Data Scientist,-27.8,34.5,8.1,8.9,7.2,4.9,Recession
T7467,Intel,AI,Canada,Startup,Apr,2026,2954.0,7.2,Cost Cutting,7.1,4.3,9896.0,Moderate Hiring,32.2,ML Engineer,-38.9,16.5,16.4,,5.2,6.6,Stable
T7468,Airbnb,Gaming,Germany,Mid-size,Mar,2026,5755.0,10.8,Restructuring,1.3,2.0,3305.0,Hiring Freeze,,Product Manager,-29.6,17.5,3.4,1.4,6.8,7.3,Stable
T7469,Intel,,Singapore,Startup,Dec,2025,410.0,7.3,Overhiring Correction,,3.4,4014.0,Hiring Freeze,24.1,ML Engineer,-37.0,-9.7,-10.8,1.8,7.6,6.3,Bull Market
T7470,Microsoft,Cloud,Canada,Mid-size,Jul,2024,1169.0,0.8,Cost Cutting,2.6,6.2,3501.0,Hiring Freeze,74.4,Software Engineer,75.3,42.4,,2.9,9.6,8.1,Bull Market
T7471,Palantir,AI,Canada,Mid-size,May,2025,4543.0,23.2,AI Automation,4.1,9.9,6507.0,Hiring Freeze,56.1,ML Engineer,-33.2,14.9,-3.9,4.0,6.7,4.1,Recession
T7472,Oracle,E-Commerce,Canada,Startup,Jul,2024,953.0,3.4,Overhiring Correction,8.7,10.0,4463.0,Aggressive Hiring,,DevOps Engineer,-2.7,46.7,,9.7,9.9,6.9,Stable
T7473,Oracle,AI,Germany,Startup,Mar,2026,1020.0,5.3,Cost Cutting,9.4,6.3,6723.0,Moderate Hiring,71.6,Data Scientist,6.3,-7.9,-6.5,8.0,5.9,5.4,Bull Market
T7474,Airbnb,Cloud,Singapore,Enterprise,Apr,2026,2815.0,17.5,Cost Cutting,6.4,10.0,389.0,Hiring Freeze,27.3,Data Scientist,75.9,-8.7,-10.0,6.7,3.6,4.0,Recession
T7475,Intel,Cloud,USA,Enterprise,Jul,2024,67.0,7.0,Overhiring Correction,7.1,10.0,315.0,Moderate Hiring,70.0,Cybersecurity Analyst,42.5,59.1,26.4,8.8,8.8,6.3,Bull Market
T7476,SAP,Social Media,India,Enterprise,May,2026,6436.0,17.1,AI Automation,13.4,9.5,785.0,Hiring Freeze,82.1,Software Engineer,84.1,,6.6,9.4,5.6,4.6,Stable
